Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36
	0.927743926418728	0.507221857706707	Q6PGP7;D6RCE2;D6RDA0	Q6PGP7	Tetratricopeptide repeat protein 37	TTC37	3130	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	11.6	11.6	11.6	175.48	0	49.893	2563300000	135	23.1879005432129	23.0269355773926	23.4965572357178	23.9989490509033	23.3165855407715	23.9175243377686
	0.663059732408946	0.389970779418945	Q6PHR2-3;Q6PHR2;Q6PHR2-4;H3BPN6;H3BT78;Q6PHR2-2	Q6PHR2-3	Serine/threonine-protein kinase ULK3	ULK3	3131	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	8.1	8.1	8.1	53.217	0	6.7424	302380000	11	21.3102474212646	20.4632377624512	20.7707214355469	21.2005062103271	21.4247074127197	21.0889053344727
	0.550736753849487	0.292639414469399	Q6PJ69;H0YGS7;H0YG27;K7EJ59	Q6PJ69	Tripartite motif-containing protein 65	TRIM65	3134	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	12	38.7	38.7	38.7	57.353	0	232.39	3339400000	83	23.1385707855225	22.9832191467285	23.7412910461426	23.5280265808105	23.666223526001	23.5467491149902
	0.80958220057554	0.632368087768555	Q6PJG6;Q6PJG6-3;Q6PJG6-2	Q6PJG6	BRCA1-associated ATM activator 1	BRAT1	3136	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	13.3	13.3	13.3	88.118	0	19.242	711820000	74	20.8475093841553	21.741024017334	21.3784065246582	22.4471549987793	21.7974090576172	21.6194801330566
	0.964210381841052	0.501195271809898	Q6PKG0;Q6PKG0-3;A0A0B4J210;E5RH50;H0YBW1;H0YC73;H0YC33;H0YAN4;E5RHK4;Q659C4-7;Q659C4-6;Q659C4-5;Q659C4-2;H0YBR8;H0YAX9;H0YBM7	Q6PKG0	La-related protein 1	LARP1	3138	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	31	29	39.1	39.1	37.8	123.51	0	323.31	18642000000	450	25.459545135498	25.5519504547119	26.1847267150879	26.2838153839111	26.066385269165	26.3496074676514
	1.36351557659852	-0.656134923299152	Q6RW13;Q6RW13-2	Q6RW13	Type-1 angiotensin II receptor-associated protein	AGTRAP	3142	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	24.5	24.5	24.5	17.419	0	146.63	3566600000	97	24.040678024292	23.9857215881348	24.0263957977295	23.2790927886963	23.0209312438965	23.784366607666
+	1.63303217869419	1.58626492818197	Q6SJ93;Q6SJ93-2;E9PS27	Q6SJ93	Protein FAM111B	FAM111B	3144	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	15	15	15	84.673	0	13.965	809640000	25	20.2024707794189	20.4009075164795	20.8873271942139	22.650707244873	22.273754119873	21.3250389099121
+	1.23156628337301	1.27027066548665	Q6SZW1;Q6SZW1-2;J3KRZ6;J3KSG7	Q6SZW1	Sterile alpha and TIR motif-containing protein 1	SARM1	3146	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	22.1	22.1	22.1	79.387	0	58.908	1280500000	57	21.9053268432617	21.8988838195801	21.4799556732178	22.8423194885254	23.9123249053955	22.3403339385986
	0.305656861493827	-0.191759745279949	Q6UVJ0	Q6UVJ0	Spindle assembly abnormal protein 6 homolog	SASS6	3149	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	33.3	33.3	33.3	74.396	0	88.059	2899200000	118	23.3405513763428	23.2560920715332	23.3038234710693	22.8841819763184	22.8250675201416	23.6159381866455
	0.378372784125467	-0.054115931193035	Q6WCQ1-2;Q6WCQ1-3;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;J3QL44;A8MZF8;K7EL39	Q6WCQ1-2	Myosin phosphatase Rho-interacting protein	MPRIP	3158	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	32	31	31	38.2	37.4	37.4	118.1	0	136.41	13206000000	291	25.7379703521729	25.6258354187012	25.7413940429688	25.7280883789063	25.5669174194336	25.6478462219238
	0.34969740322318	0.137004216512047	Q6WKZ4;Q6WKZ4-3;Q6WKZ4-1;E7EX40;Q6WKZ4-5;Q6WKZ4-2	Q6WKZ4	Rab11 family-interacting protein 1	RAB11FIP1	3159	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	16	16	15	17	17	16.1	137.17	0	79.838	8105700000	211	24.7546043395996	24.3675308227539	24.7355709075928	24.5848007202148	24.9404678344727	24.7434501647949
	1.20600904848746	0.634180704752605	Q6XZF7;A0A1C7CYY6;A0A1B0GTX1;Q6XZF7-2	Q6XZF7	Dynamin-binding protein	DNMBP	3160	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	19	19	17.9	17.9	17.9	177.35	0	96.88	3376100000	121	23.1984004974365	23.2476272583008	23.4709758758545	24.4035358428955	23.737377166748	23.6786327362061
	0.361278607885259	0.117652257283531	Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6;I1E4Y6;Q6Y7W6-3;E7ESB6;C9JHW1;C9JH18;C9JW88;F8WCD5;C9JPV7;C9JXQ0;C9J0V6;C9JHT0;C9JRZ2	Q6Y7W6-4	PERQ amino acid-rich with GYF domain-containing protein 2	GIGYF2	3161	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	12	12	14.2	13.7	13.7	148.63	0	225.59	2540200000	130	22.9547176361084	23.1156425476074	23.1710739135742	22.9641628265381	23.2744083404541	23.3558197021484
	0.879129927893405	-1.30189768473307	Q6YP21-3;Q6YP21;A0A0A0MRN7;A0A0A0MRN6;Q6YP21-2	Q6YP21-3	Kynurenine--oxoglutarate transaminase 3	CCBL2	3163	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	26	26	26	47.752	0	30.256	1326700000	34	22.7278347015381	22.8957824707031	22.6150856018066	20.5854778289795	20.9498271942139	22.7977046966553
	0.753955721402638	-1.12686157226563	Q6ZNB6;Q6ZNB6-2	Q6ZNB6	NF-X1-type zinc finger protein NFXL1	NFXL1	3164	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	17.1	17.1	17.1	101.34	0	78.387	1885000000	52	22.3277549743652	22.8336811065674	22.8162841796875	21.9818954467773	20.2207813262939	22.394458770752
	1.26177616721327	-0.206542332967121	Q6ZWJ1;E7EPP7;B5MCT9;Q6ZWJ1-2	Q6ZWJ1	Syntaxin-binding protein 4	STXBP4	3170	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	28	28	28	61.661	0	68.488	5320300000	86	24.4994792938232	24.6787948608398	24.6339492797852	24.4353618621826	24.2896137237549	24.4676208496094
	0.388492857873771	-0.151384989420574	Q71RC2-3;Q71RC2;Q71RC2-4;Q71RC2-5;Q71RC2-7;Q71RC2-6;Q96J85;Q71RC2-2;Q8TBL5;A0A087WTL9;F8VY40;X6RLN4;F8W1I4;F8W1Z5;E5RHZ8;F8VNV1	Q71RC2-3	La-related protein 4	LARP4	3175	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	11	11	20.6	19.6	19.6	80.467	0	323.31	5276400000	239	24.0059032440186	24.3811302185059	24.562032699585	24.1892585754395	24.1541404724121	24.1515121459961
	0.00198447463413734	-0.00119400024414063	Q71U36-2;Q71U36;Q13748;Q13748-2;F8VQQ4;Q6PEY2;F8VRZ4;F8VWV9;F8VX09;F8VRK0;F8VXZ7	Q71U36-2	Tubulin alpha-1A chain;Tubulin alpha-3C/D chain;Tubulin alpha-3E chain	TUBA1A	3176	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	42	42	3	79.8	79.8	10.1	46.297	0	323.31	1000000000000	2019	31.9941215515137	31.6306629180908	31.9159164428711	32.0318031311035	31.9832534790039	31.5220623016357
+	2.54608958130912	-0.962769190470379	Q7KZF4;H7C597	Q7KZF4	Staphylococcal nuclease domain-containing protein 1	SND1	3179	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	42	42	42	63.6	63.6	63.6	102	0	323.31	23215000000	466	26.6716861724854	26.8902950286865	26.4566669464111	25.6177883148193	25.6474342346191	25.8651180267334
	0.0824942255318323	-0.054228464762371	Q7L0Y3;C9JVB6	Q7L0Y3	Mitochondrial ribonuclease P protein 1	TRMT10C	3181	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	38.2	38.2	38.2	47.346	0	91.333	6227600000	102	24.6129055023193	23.8586120605469	24.3193454742432	24.1474018096924	24.1192569732666	24.3615188598633
	0.735621713320786	-0.430751164754234	Q7L576;A0A0G2JR96;A0A0G2JQT1;Q7L576-2;Q7L576-3;H0YL50;A0A0G2JQH3;A0A087WVZ5;A0A0G2JRX2;A0A087WU52;A0A0G2JRV9;A0A087WWL1;A0A0G2JRP0;A0A087WZ89	Q7L576	Cytoplasmic FMR1-interacting protein 1	CYFIP1	3186	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	50	50	29	37	37	21.1	145.18	0	323.31	72167000000	964	28.6086883544922	28.6969699859619	28.353759765625	28.5383434295654	28.148120880127	27.680700302124
+	1.52243418433664	-1.30199495951334	Q7L7X3;Q7L7X3-3;Q7L7X3-2;J3QS76;H0YF68	Q7L7X3	Serine/threonine-protein kinase TAO1	TAOK1	3189	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	12	11	17	14.8	13.5	116.07	0	50.679	3638300000	58	24.5967903137207	25.1410217285156	23.9115028381348	22.9485282897949	23.5430946350098	23.2517070770264
+	1.3686046926095	-1.09575271606445	Q9H8S9;Q7L9L4;Q7L9L4-2;D6RCK3;Q9H8S9-2	Q9H8S9	MOB kinase activator 1A;MOB kinase activator 1B	MOB1A	3192	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	17.1	17.1	17.1	25.079	0	7.5969	714440000	46	21.7242565155029	22.3622817993164	22.1357097625732	20.3524017333984	21.4361896514893	21.1463985443115
	0.164658656035806	0.0791021982828752	Q7Z2K8;Q7Z2K8-2	Q7Z2K8	G protein-regulated inducer of neurite outgrowth 1	GPRIN1	3197	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	23	23	23	30.3	30.3	30.3	102.4	0	84.86	14619000000	195	26.0121402740479	25.8569030761719	26.1578464508057	25.9613971710205	25.8994750976563	26.4033241271973
+	1.64557685829275	-0.732535680135094	Q7Z2W4;C9J6P4;Q7Z2W4-2;Q7Z2W4-3;Q7Z2W4-4;H7C5K1;Q7Z2W4-5	Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	3199	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	35	35	35	48.3	48.3	48.3	101.43	0	323.31	27181000000	561	27.0198802947998	27.126522064209	26.8347282409668	26.1271324157715	26.0307788848877	26.6256122589111
	0.22877954768857	-0.423469543457031	Q7Z2Z2;Q7Z2Z2-2;H0YK75	Q7Z2Z2	Elongation factor Tu GTP-binding domain-containing protein 1	EFTUD1	3202	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	14.5	14.5	14.5	125.43	0	33.57	1883700000	39	22.6217613220215	22.3257808685303	22.0574512481689	20.7156257629395	21.8579559326172	23.161003112793
+	2.56726643310666	0.699844996134441	Q7Z3T8;Q7Z3T8-3;H0YAA4;D6RC80;H0YAB1	Q7Z3T8	Zinc finger FYVE domain-containing protein 16	ZFYVE16	3206	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	24	24	24	24.6	24.6	24.6	168.9	0	280.7	6675300000	244	24.2807922363281	24.3104267120361	24.4891014099121	25.1777477264404	24.8986911773682	25.1034164428711
	0.110721254563226	0.237594604492188	Q7Z406-6;Q7Z406-2;Q7Z406;Q7Z406-4;Q7Z406-5;M0QY43;A1L2Z2;A0A0C4DFM8	Q7Z406-6	Myosin-14	MYH14	3209	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	105	87	87	52.3	45.9	45.9	228.66	0	323.31	41289000000	878	26.2594718933105	25.8709354400635	28.3427410125732	26.9803276062012	26.9070148468018	27.2985897064209
+	2.62971871442219	-0.714375178019203	Q7Z417;Q7Z417-2	Q7Z417	Nuclear fragile X mental retardation-interacting protein 2	NUFIP2	3210	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	19	19	35.7	35.7	35.7	76.12	0	323.31	11284000000	263	25.1880512237549	25.3111896514893	25.135669708252	24.4782161712646	24.3518486022949	24.6617202758789
+	1.47275287319986	0.724421819051106	Q7Z4H7;Q7Z4H7-3;Q5VY60;Q7Z4H7-2;Q5SYF9	Q7Z4H7	HAUS augmin-like complex subunit 6	HAUS6	3213	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	21.7	21.7	21.7	108.62	0	30.214	3400600000	95	23.2014846801758	22.8767261505127	23.5681343078613	23.8983688354492	23.7731399536133	24.1481018066406
	0.0250475234652379	0.0129515329996757	Q7Z4Q2;Q7Z4Q2-2	Q7Z4Q2	HEAT repeat-containing protein 3	HEATR3	3216	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	11	11	11	74.582	0	12.249	2418200000	86	23.3054943084717	23.0869617462158	23.6762676239014	23.340145111084	23.3606491088867	23.4067840576172
	0.594703460642247	0.478827794392906	Q7Z5K2;Q7Z5K2-2;Q7Z5K2-3;Q8WVX6	Q7Z5K2	Wings apart-like protein homolog	WAPAL	3221	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	7.7	7.7	7.7	132.94	0	14.137	1074600000	32	21.7811679840088	21.6204204559326	22.4969463348389	21.9822444915771	22.5741310119629	22.7786426544189
	0.725518681294401	-0.486256917317707	Q7Z6B7;G5EA48;Q7Z6B7-2;O43295-2;O43295	Q7Z6B7	SLIT-ROBO Rho GTPase-activating protein 1	SRGAP1	3224	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	5	5	9.5	5.3	5.3	124.26	0	3.0219	638110000	15	21.9247722625732	22.0106563568115	22.0265483856201	21.6410350799561	20.9166393280029	21.9455318450928
+	3.08315650465776	1.14637883504232	Q7Z6Z7-3;Q7Z6Z7;Q7Z6Z7-2;H0Y659;A0A1B0GXC7;A0A087X146;A5YM72-2;A5YM72;A5YM72-4;A5YM72-5;A5YM72-3	Q7Z6Z7-3	E3 ubiquitin-protein ligase HUWE1	HUWE1	3226	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	45	45	45	16.6	16.6	16.6	481.01	0	323.31	9713700000	378	24.6346683502197	24.8702774047852	25.0433921813965	26.0424747467041	25.906120300293	26.0388793945313
	0.0190793416907127	-0.00535647074381274	Q7Z7L1;Q68D06;K7EIM3;Q68D06-2;C9JUT2;K7ER38;K7EKT7;K7ES87;C9JDG6;C9J902;Q6IEE8-2	Q7Z7L1	Schlafen family member 11	SLFN11	3233	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	16	16	15	19.6	19.6	19.6	102.83	0	31.058	9002400000	143	25.2929859161377	25.3880462646484	25.36842918396	25.2051582336426	25.3187236785889	25.5095100402832
+	1.43456188312219	-1.32276980082194	Q86T03;Q86T03-2;G3V5T5;H0YJ90	Q86T03	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase	TMEM55B	3236	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	2	2	2	7.9	7.9	7.9	29.469	0	4.3425	538910000	17	21.488317489624	21.0200500488281	21.5535144805908	19.3613090515137	20.7272834777832	20.0049800872803
+	1.78257351856277	0.842383066813152	Q86TJ2-3;Q86TJ2-2;Q86TJ2	Q86TJ2-3	Transcriptional adapter 2-beta	TADA2B	3239	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	9.5	9.5	9.5	37.966	0	4.862	949230000	62	20.560661315918	21.0377330780029	20.3490562438965	21.3751220703125	21.5335025787354	21.565975189209
	0.298236014382206	-0.261560440063477	Q86TV6;Q86TV6-2;G3V3H1;Q6PIF1;G3V3E4;H0YJS2;A0A0C4DGK5	Q86TV6	Tetratricopeptide repeat protein 7B	TTC7B	3241	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	8.3	8.3	8.3	94.178	0	13.594	1156800000	94	22.4907665252686	21.7115421295166	22.4397945404053	21.5843982696533	21.838996887207	22.4340267181396
	0.653632393598749	0.258996327718098	Q86U86-5;Q86U86-4;Q86U86-7;Q86U86-9;Q86U86-2;Q86U86-8;Q86U86;E7EVG2;Q86U86-3;H0Y5B5;Q86U86-6;C9JCJ2;C9J053;C9JQF1;C9JPI5	Q86U86-5	Protein polybromo-1	PBRM1	3243	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	9.4	9.4	9.4	182.12	0	13.391	3356700000	22	23.472339630127	23.2987995147705	23.737377166748	23.9983463287354	23.5683670043945	23.7187919616699
	0.380855815700271	-0.417975107828777	Q86UD0	Q86UD0	Suppressor APC domain-containing protein 2	SAPCD2	3245	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	20.8	20.8	20.8	42.636	0	7.6255	916100000	35	21.8792724609375	22.1529808044434	22.065954208374	22.0718231201172	20.7066040039063	22.0658550262451
	0.966516458781556	-1.12330691019694	Q86UE4;E5RJU9;H0YB56;H0YBJ8	Q86UE4	Protein LYRIC	MTDH	3246	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	38.3	38.3	38.3	63.836	0	209.94	5874800000	101	25.3582019805908	24.5055484771729	24.0980434417725	22.7985954284668	23.6254463195801	24.1678314208984
	0.666006583789179	-0.266977310180664	Q86UK7-2;Q86UK7-3;Q86UK7;H3BQQ2;Q86UK7-4;H3BR87	Q86UK7-2	Zinc finger protein 598	ZNF598	3247	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	28	28	28	43.8	43.8	43.8	97.805	0	233.2	10976000000	265	25.6694717407227	25.0743083953857	25.4967384338379	25.2211074829102	25.1434764862061	25.0750026702881
	0.158913498005729	-0.131635665893555	Q86UP2;Q86UP2-2;Q86UP2-4;G3V4Y7;G3V5G2;H0YJZ8;B7Z6P3;G3V5P0;H0YJV5;H0YJP2	Q86UP2	Kinectin	KTN1	3248	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	37	37	5	34.3	34.3	4.6	156.27	0	323.31	9496600000	159	25.0331764221191	24.1484889984131	24.2353496551514	24.2505359649658	24.1721115112305	24.5994606018066
+	1.40997880677934	-1.34418360392252	Q86UU1-3;Q86UU1-2;Q86UU1;A0A087WZL0;A0A087WTZ7;A0A087WXY7	Q86UU1-3	Pleckstrin homology-like domain family B member 1	PHLDB1	3251	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	7	7	7	10.7	10.7	10.7	107.38	0	25.439	913560000	29	22.2836494445801	22.176607131958	22.2975692749023	20.4319171905518	20.5009059906006	21.7924518585205
	0.963573320405397	0.406951904296875	Q86UY6-3;Q86UY6;F5H2C9;Q86UY6-4	Q86UY6-3	N-alpha-acetyltransferase 40	NAA40	3253	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	16.2	16.2	16.2	24.752	0	6.429	267930000	22	20.2282314300537	20.2941226959229	20.357027053833	20.5872859954834	21.078441619873	20.4345092773438
+	2.22493725609901	-0.854977289835613	Q86V48-2;Q86V48-3;Q86V48;E5RFK8;E5RHU7	Q86V48-2	Leucine zipper protein 1	LUZP1	3254	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	33	33	33	40.1	40.1	40.1	114.59	0	158.02	13111000000	312	25.9255142211914	26.0555458068848	25.9024448394775	24.8446502685547	25.0990467071533	25.3748760223389
	0.0750812106599899	-0.0250358581542969	Q86VP6;Q86VP6-2;A0A0C4DGH5;H0YH27;Q86VP6-3;F5H6I6	Q86VP6	Cullin-associated NEDD8-dissociated protein 1	CAND1	3256	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	44	44	42	40.3	40.3	38.4	136.37	0	323.31	28320000000	647	27.0233745574951	27.0091323852539	26.8288097381592	27.1179313659668	26.7834434509277	26.8848342895508
	0.413569581661293	-0.509497324625649	Q86W56-3;Q86W56-2;Q86W56;Q86W56-5;Q86W56-4	Q86W56-3	Poly(ADP-ribose) glycohydrolase	PARG	3260	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	4.7	4.7	4.7	99.431	0	4.7079	687070000	29	21.4824199676514	21.6262264251709	22.1806507110596	22.2039394378662	20.677921295166	20.8789443969727
	0.0202452419311853	-0.010627110799156	Q86W92-4;Q86W92;Q86W92-3;F5GZP6;Q86W92-2;H0YFE4;A0A0A0MTP2;F5H6Q7;F5H0E0;F5H495;Q86W92-5	Q86W92-4	Liprin-beta-1	PPFIBP1	3261	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	14	14	12	20.3	20.3	18	110.3	0	29.085	4862800000	116	24.0137596130371	23.9303951263428	24.3726539611816	24.1364135742188	23.8866024017334	24.2619113922119
	0.0639100782582596	0.0273602803548165	Q86WG5;Q86WG5-3;H0YD05;H0Y767	Q86WG5	Myotubularin-related protein 13	SBF2	3263	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	6.8	6.8	6.8	208.46	0	17.536	1093400000	50	22.321081161499	22.0325126647949	22.2937297821045	22.3540706634521	22.3663177490234	22.0090160369873
+	2.53412200150695	-1.90857378641764	Q86WX3;F8WFE7	Q86WX3	Active regulator of SIRT1	RPS19BP1	3267	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	30.1	30.1	30.1	15.434	0	24.555	675900000	20	22.4428844451904	22.0677928924561	22.3495960235596	19.8423767089844	20.5636157989502	20.7285594940186
	1.06190805476915	0.541061401367188	Q86X55-1;Q86X55;Q86X55-2;K7EQA8;K7EPK1;K7EK20;K7EIQ8;K7EQB9	Q86X55-1	Histone-arginine methyltransferase CARM1	CARM1	3271	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	34.5	34.5	34.5	63.459	0	198.33	8324400000	195	24.4668121337891	24.5282649993896	25.2066879272461	25.3214111328125	25.2092189788818	25.294319152832
	0.485523790767967	-0.258666356404621	Q86XL3;Q86XL3-2;Q86XL3-3;F5H1D4	Q86XL3	Ankyrin repeat and LEM domain-containing protein 2	ANKLE2	3274	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	25	25	25	42.1	42.1	42.1	104.11	0	217.12	10265000000	206	25.1564960479736	25.5445690155029	25.7304744720459	25.0121402740479	25.1132278442383	25.5301723480225
+	1.09491315282997	-2.09321530659993	Q86XP3;A0A0A0MSJ0;Q86XP3-2;J3QRI2;J3KTK9	Q86XP3	ATP-dependent RNA helicase DDX42	DDX42	3275	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	4	4	4	5.5	5.5	5.5	102.97	0	6.2299	2028700000	14	23.5636043548584	23.3946685791016	23.4972877502441	20.5296630859375	20.4596500396729	23.1866016387939
	0.114680797981992	0.0921211242675781	Q86Y56;Q86Y56-2;H0Y650;E9PGY2;Q86Y56-3;H7C3B1	Q86Y56	Dynein assembly factor 5, axonemal	DNAAF5	3277	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	22.6	22.6	22.6	93.52	0	193.47	2564700000	96	23.6677398681641	22.9593238830566	23.0548210144043	23.6508617401123	22.9953651428223	23.3120212554932
+	1.53792774349795	-0.636663436889648	Q86Y82;B1AJQ6	Q86Y82	Syntaxin-12	STX12	3278	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	10	10	10	40.6	40.6	40.6	31.642	0	195.15	10721000000	192	25.6453475952148	25.8016128540039	25.1813926696777	24.9249267578125	24.8258037567139	24.9676322937012
+	2.26362505780323	-0.50044377644857	Q86YQ8;E7ENV7;Q86YQ8-2;Q8IYJ1;Q9HCH3;A0A0J9YWU8;A0A0J9YWA1;A0A087WX62;Q8IYJ1-2	Q86YQ8	Copine-8	CPNE8	3281	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	17	17	16	32.1	32.1	32.1	63.107	0	113.27	21470000000	182	26.347749710083	26.5131759643555	26.4396800994873	26.0874805450439	25.8759822845459	25.8358116149902
+	2.13381608989645	-0.607865015665691	Q86YS7;Q86YS7-2;Q86YS7-3;Q86YS7-4;Q86YS7-5;H0YGU7;H0YFC4	Q86YS7	C2 domain-containing protein 5	C2CD5	3282	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	12	12	12	15.5	15.5	15.5	110.45	0	47.509	2455700000	124	23.4352989196777	23.6844234466553	23.6978454589844	23.0152244567871	22.8418025970459	23.1369457244873
	0.666885276137672	-0.499552408854164	Q8IUW5;D6RBN9	Q8IUW5	RELT-like protein 1	RELL1	3287	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	2	2	2	7.7	7.7	7.7	29.34	0	4.2563	1632000000	46	22.9370403289795	22.7967739105225	23.1889705657959	21.9048862457275	22.5083808898926	23.0108604431152
+	2.43433774648355	-1.13739077250163	Q8IVM0;Q8IVM0-2	Q8IVM0	Coiled-coil domain-containing protein 50	CCDC50	3289	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	40.5	40.5	40.5	35.822	0	62.461	4264200000	102	24.7126655578613	24.3985214233398	24.2774620056152	23.5261173248291	23.3802051544189	23.0701541900635
	0.500147198936482	-0.229148864746094	Q8IWC1-2;Q8IWC1-4;Q8IWC1;A0A0A0MRP0;Q8IWC1-3	Q8IWC1-2	MAP7 domain-containing protein 3	MAP7D3	3295	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	10.4	10.4	10.4	93.784	0	22.158	2131600000	97	23.0624828338623	22.6127262115479	23.2831974029541	22.6904678344727	22.8010063171387	22.7794857025146
	0.953616844084851	1.02014923095703	Q8IWT6	Q8IWT6	Volume-regulated anion channel subunit LRRC8A	LRRC8A	3299	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	6	6	6	11	11	11	94.198	0	8.2279	975090000	17	20.8462200164795	20.3702182769775	22.0172996520996	21.9653263092041	22.0214729309082	22.3073863983154
+	1.58884851209092	-0.561021169026695	Q8IWX8;J3QK89	Q8IWX8	Calcium homeostasis endoplasmic reticulum protein	CHERP	3302	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	12.1	12.1	12.1	103.7	0	42.664	3515000000	108	23.7091464996338	23.3099422454834	23.6579647064209	23.0293483734131	22.806640625	23.1580009460449
	0.590362604617196	0.232095718383789	Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6;E9PDP5;H7C2F5;H3BLS9;H0Y4P6;Q8IWZ3-5;Q8IWZ3-2;H0Y785;H0Y472;A0A0A0MQZ8;H0Y7Y3;D6RHC4;Q8IWZ3-3;H7C0V5	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1	ANKHD1	3303	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	31	17	18.5	18.5	12	269.45	0	207.8	11890000000	409	25.0911979675293	24.8555736541748	25.4578876495361	25.38840675354	25.3488807678223	25.3636589050293
